filename,BIC,alpha_90_presented_pos,alpha_70_presented_pos,alpha_50_presented_pos,alpha_90_omitted_pos,alpha_70_omitted_pos,alpha_50_omitted_pos,alpha_90_presented_neg,alpha_70_presented_neg,alpha_50_presented_neg,alpha_90_omitted_neg,alpha_70_omitted_neg,alpha_50_omitted_neg,beta
subj_01,577.166099996375,0.429118713850196,0.620371203499722,0.498191174650917,4.59319620635537e-10,0.297358877162335,0.345838092926048,0.0016988358337875,4.69276417899914e-09,0.42180459863531,4.70471228718341e-08,1.21205391299685e-09,0.0749271284489638,1.79433916129404
subj_02,225.698261450767,0.999995773615893,0.999987051383373,0.191044403016946,0.999997845319061,0.620052233968646,0.171317105707127,0.32643636798725,0.201095451455545,0.0510904658963794,0.158767898377419,2.23278462664253e-07,0.0887530958949748,5.6522514480108
subj_03,629.825338177283,5.43592002870316e-12,0.0469698266831966,0.472416895345451,1.75620165961081e-11,0.254247846422238,0.104243304166744,1.39780547438648e-11,0.15072781433965,0.124927437758226,2.96504516217315e-12,0.06275073005174,5.59988795066487e-11,1.86881407764585
subj_04,353.375646962612,0.999998884299008,0.0411750199510324,0.0970263732418887,0.999996262417543,0.158473368546021,0.185808144518914,2.33606966597368e-07,0.0887914992690442,0.0309923532457389,0.0611075323625138,0.0322427654809015,0.0349104540461908,4.06697343776869
subj_05,625.878810650706,0.357590446839307,0.999999892726625,0.586524357201791,0.0495473281786702,0.999998862060981,0.249487495652265,0.0154149996631688,0.281270973558584,0.387091032537244,4.59416352477413e-07,0.604037688352793,0.223170948486139,1.08909686354451
subj_06,663.944254144925,0.999999890376852,0.648507293793352,0.845053736498996,3.31409431585018e-09,1.52913438073759e-08,0.411312776801613,3.06903734274189e-09,1.30090486515952e-08,0.250434770650029,0.00126301965997664,1.64883105418366e-07,0.00401531704670385,0.734276426403534
subj_07,236.124330493969,0.666459379009661,0.0286173186295559,0.0353322386324406,1.2298020594326e-13,0.99999952459969,0.00672285536296307,0.0111162756910519,0.200318872843864,0.00707561913437325,0.17036971587836,1.26059549288936e-13,5.68854419058016e-09,37.5661748093501
subj_08,356.2583497311,0.0540992202900273,0.261467920109964,0.494581070572166,0.0381281656118593,0.0295264451628691,0.156309645197748,1.74896626946694e-11,2.52385191454527e-12,0.0638974571922587,1.36056743843948e-12,2.77288264380913e-11,0.0985225594914338,4.71048082001903
subj_09,572.443000069266,0.304551484346021,0.492845785016525,0.432289317791309,0.999999652291619,0.999999022496641,0.48011030438707,0.248515731300575,0.71376960556648,0.425021931429179,0.252953084568484,0.137246503653968,0.238647412953548,1.52907611245605
subj_10,561.839165902143,0.856955538764408,0.736532347215844,0.444285051911643,0.771892749691987,0.999999949680622,1.18351950171564e-08,0.768079015979105,0.717896558991593,0.256320715359345,0.662473859502684,0.362500628157549,0.195442745742448,1.56843702447519
subj_11,492.397023181469,0.00175098622971116,0.00108946492904508,0.00469757750309571,0.000293361965170866,1.31646473485979e-13,0.00355855175909059,0.000243135522047881,9.18773132586958e-14,1.57356709538931e-12,3.94283941191164e-12,0.00135637793968793,0.00260705091159524,99.9999995439606
subj_12,622.380223543935,1.24910320874746e-08,0.681286064981031,0.499436483603831,0.0132322557525596,0.121304846709938,0.385814592382681,0.397916695236536,0.407045020111326,0.461801153651616,0.064965675352864,4.58018583086285e-09,0.319694796306328,1.42160337489145
subj_13,651.029277071504,0.00212695712581011,1.49829219882697e-10,0.0472806949077885,1.01040791175014e-11,0.00993054180754646,0.029270357949362,8.18099332860552e-12,0.00338032614607473,2.02333440506815e-10,0.0131944097837053,7.31383300476236e-12,0.0100554593190301,4.88175571550715
subj_14,482.424015385737,0.242862646655494,0.107930067463407,0.271420656573707,0.048137768726029,0.428373723111197,0.199912211409664,0.068433512314541,0.319944768871837,0.248585371604177,0.0574972704501088,0.0370584685007945,0.173728015386892,2.97056500069949
subj_15,399.901259573339,0.0263717690800048,0.0531075818730206,0.0152273412993962,1.80206361165424e-12,0.134766291746364,0.0365204810733504,0.00587843627452163,0.156101205219611,0.0338609943741257,0.107943723663493,0.0899659352556635,0.0037921034974375,14.0112893017631
subj_16,433.330075935022,0.172287290047024,0.653932434942486,0.999999913162357,0.0431796720562497,0.401804240533492,0.143285470738742,2.48500878124945e-10,0.335986574372877,4.33027881958023e-09,3.19642545378551e-08,6.36259351582232e-10,6.67979620278062e-10,2.55440097157318
subj_17,308.304501591267,0.999999995754495,0.999999998861587,0.999999998534216,0.0756259364789071,0.263167246641459,0.234716184912638,4.01728399825686e-10,0.1707533468582,0.152007828055851,0.0595518107377912,2.60705594780054e-11,0.118371118999816,3.63106634322321
subj_18,204.641451996386,0.99999982123679,0.999999784498671,0.999999856348139,0.552747350306764,0.264321790606535,0.290413655935794,0.108801673002972,0.15597106245385,0.146599031714085,0.132864329234846,1.24564278957849e-09,2.03709133275109e-09,4.86867751337422
subj_19,359.748155093662,0.0540504033254458,0.0692494658169973,0.093716424116769,0.014376088217407,0.0310832016291064,0.0589325839582644,0.000896174891450178,0.0263860009796071,0.0125852755330911,9.45621015784801e-12,0.0327912038758364,0.059849998823611,7.9420213924449
subj_20,678.211381686168,1.6808554683691e-09,0.630657890574715,5.72340757703345e-08,0.999999942031026,2.57381189642028e-09,6.78307355497053e-08,0.121682947590921,2.80779255378912e-09,0.466398473762777,1.57379467252975e-09,0.06700747345687,0.316569406609294,0.647548170533019
subj_21,501.226431915689,0.0183736531686462,0.102993243919867,0.171897748750694,6.37962839763045e-12,0.0696703378748716,0.038592542551633,0.00318761160253102,0.058941111584452,0.00991880355188642,6.71179738305247e-11,6.38000386331478e-11,0.0401691283982866,4.80925163840729
subj_22,315.201935687956,0.131844752475173,0.10574515389555,0.179834532473225,0.0197550271167257,0.0617125551169247,0.170585961746825,2.63879437685178e-10,0.0212599352777331,0.0496340183000357,3.71333108257134e-09,0.0510979995012839,0.0710907861970541,5.79161884740723
subj_23,532.383438695763,0.416991119248548,0.222892712893333,0.230957685688813,4.59500516102262e-12,0.0291332464125656,0.218648667380423,5.9078741706049e-12,0.0124662748842226,0.093520165585136,0.337962526309589,8.91389356519338e-12,0.00632906199443714,2.8137602495119
subj_24,481.462839570104,0.907674323591591,0.468280265355333,0.113341816616995,0.266602610428137,9.17952057667557e-12,0.0281755630752231,8.64431624820058e-10,7.67466819115715e-12,3.49120080674491e-11,0.135079993805182,0.0283557713444001,5.83870839110994e-11,2.7341331850741
subj_25,415.507283651878,2.704616459802e-13,0.0507680643766076,0.9251767233626,0.00637030246153497,0.00130049628476367,0.0831682026566019,0.0316323727486084,0.0127602786012615,0.0561003973991952,5.24316569172382e-14,0.0496764942879597,0.104624409138484,11.1029879165685
subj_26,475.100926420052,0.000712473468204993,0.000661944712360625,8.36473197539729e-15,0.00472744475236349,0.00129978737169594,8.9680227585588e-15,0.0274578477148158,2.24903002403065e-05,0.000132352042255517,0.00167464964640568,1.24793732360773e-14,0.000313764615140667,99.9999999944449
subj_27,387.744061771321,0.0196253042674298,0.411570432354377,0.423265410400749,0.0150850121338536,0.385706138974304,0.0895308306285625,0.0811551561091133,0.263136797366531,0.0243934826846416,0.0359944507856826,0.248050859347532,0.16571859291768,4.81547628214179
subj_28,665.77347254272,0.999999996481708,1.73311914377179e-10,0.481659760834094,3.98524774115287e-11,0.551831913422823,0.12307628270175,2.86631265148526e-11,0.496928799172557,8.77403430121911e-10,0.99999999510674,6.77490437531519e-10,0.403434326699569,0.858781905725928
subj_29,142.012263044872,0.533000358816438,0.00299243891735417,0.500845589553655,0.00123320549523857,0.06759563532556,0.00441597190750556,0.000684521984918048,0.0909026466285579,0.000209397056838915,0.297079881787661,0.00201636383524285,6.39999788351933e-12,99.999999944257
subj_30,556.552586816591,0.0092108028066007,0.105190174739995,0.0887320295406747,0.0168386785117688,0.000781041873882197,0.133023918346232,0.044992303230184,0.0248108285608363,0.0669442250642148,1.12241317736703e-11,3.31530176485315e-11,0.0444803693876106,4.70952387816423
subj_31,655.507969104775,1.21802745782567e-11,4.92289574917536e-12,0.00387696950788268,0.000277385889538813,1.76792986480118e-12,0.0016170673128347,1.18512080954332e-10,8.35487703014051e-13,3.12598105935054e-11,0.000252140807531744,5.61361389132489e-12,0.0043440161811138,99.9999671276888
subj_32,341.306903911702,0.999999990107808,0.999999995051928,0.202212784425267,0.00616374816786033,3.93311346055538e-14,0.0301138373958187,0.00148608986164885,1.79873160050897e-14,4.55904009048393e-13,6.18276755498183e-10,1.32454259939962e-12,0.0443848667881238,7.78569088460448
subj_33,393.728077788057,0.00501631876428411,0.0228919595437139,0.0307001285814543,0.00211329128640604,0.00349849723027254,0.0583925376863797,0.00970982418819214,0.00233237493754019,0.0391383617838751,0.0212043633408742,0.0473878335437789,0.019231476250707,22.1521135618313
subj_34,261.100526011027,0.000722745803541691,0.00801598099419641,0.00799567302056557,0.00166041513832513,0.00560273365144252,0.00466954427287672,0.0172124265610999,0.00598265829145196,0.00105717416343699,0.00225540232685288,0.0159408562465174,0.0061744368619123,99.9994471040927
subj_35,602.859523494828,0.0541714367626104,0.273892190263727,0.655039585141857,0.999999990186349,0.158781940657438,0.455118220410897,0.598618906194217,0.416918471386109,0.861769592531658,7.08745057626339e-10,2.5182424397011e-09,0.187198249867778,1.3245535972233
subj_36,532.598088081735,0.148872055738929,0.999999999638651,0.11716959405771,2.80049406487594e-12,3.29425938000017e-10,0.522665301854975,3.64508937148828e-12,0.048925589097632,0.359466067125354,6.06337990381567e-11,0.0610879176902015,0.028918539172283,2.78695909873109
subj_37,667.80134152472,0.999999908463706,0.999999942903723,0.999999923732914,8.79409492686554e-09,0.881803208040766,0.364208664469181,5.66399105581937e-09,0.999999614242005,0.999999031403999,0.999999907089244,0.061567933181641,0.590694644895612,0.478788725147748
subj_38,265.300513762266,0.999999312885795,0.0681812537588885,0.389736541169247,0.0332662295617836,0.0160053504897973,0.222376233904396,2.44560202216477e-10,1.78285616918221e-11,0.0811712543903189,4.29477528814609e-08,4.425628144808e-10,0.11435575171897,7.36572204470381
subj_39,389.753547413979,0.011093734199093,0.0494403191816583,0.138514808754197,0.999999200680076,0.123485578436641,0.102899694372786,0.207121522797829,0.0193027569735577,0.0838378459148557,3.06322535117709e-10,2.36060066146182e-10,0.0560741764885447,7.44822454072417
