id,block,trialno_full,trialno_block,stim,choice,correct,response_time,feedback,money,run
subj_7,4,198,18,4,2,1,487.800000000047,-11,0,1
subj_7,4,199,19,2,1,1,739.100000000093,1,0,1
subj_7,4,200,20,1,2,1,526.300000000047,11,20,1
subj_7,4,201,21,3,2,0,569.59999999986,-1,20,1
subj_7,4,202,22,2,2,0,867.5,-11,0,1
subj_7,4,203,23,3,2,0,505.5,-1,0,1
subj_7,4,204,24,1,2,1,412.09999999986,11,20,1
subj_7,4,205,25,4,2,1,558.09999999986,1,20,1
subj_7,4,206,26,5,2,0,478.699999999953,11,40,1
subj_7,4,207,27,1,2,1,510,11,60,1
subj_7,4,208,28,3,2,0,475.90000000014,-1,60,1
subj_7,4,209,29,6,2,1,721.90000000014,-11,40,1
subj_7,4,210,30,6,2,1,419.90000000014,-11,20,1
subj_7,4,211,31,5,2,0,493.800000000047,11,40,1
subj_7,4,212,32,4,2,1,410.5,1,40,1
subj_7,4,213,33,4,2,1,442.40000000014,-11,20,1
subj_7,4,214,34,5,2,0,427.700000000186,-1,20,1
subj_7,4,215,35,3,2,0,429,-1,20,1
subj_7,4,216,36,6,2,1,442.300000000047,1,20,1
subj_7,4,217,37,2,1,1,1107.5,1,20,1
subj_7,4,218,38,1,2,1,518.199999999953,11,40,1
subj_7,4,219,39,5,2,0,528.100000000093,-1,40,1
subj_7,4,220,40,5,2,0,499.5,-1,40,1
subj_7,4,221,41,4,2,1,370.100000000093,1,40,1
subj_7,4,222,42,2,1,1,676.100000000093,1,40,1
subj_7,4,223,43,3,2,0,513.399999999907,-1,40,1
subj_7,4,224,44,5,2,0,487.300000000047,11,60,1
subj_7,4,225,45,2,1,1,678.5,1,60,1
subj_7,4,226,46,4,2,1,577.799999999814,1,60,1
subj_7,4,227,47,3,2,0,585.09999999986,11,80,1
subj_7,4,228,48,4,2,1,472.399999999907,1,80,1
subj_7,4,229,49,6,1,0,662.399999999907,-11,60,1
subj_7,4,230,50,6,2,1,586.399999999907,-11,40,1
subj_7,4,231,51,5,2,0,493.699999999953,11,60,1
subj_7,4,232,52,4,2,1,456.299999999814,1,60,1
subj_7,4,233,53,3,2,0,461,11,80,1
subj_7,4,234,54,2,1,1,864.800000000047,1,80,1
subj_7,4,235,55,2,1,1,512.800000000047,1,80,1
subj_7,4,236,56,3,2,0,580.800000000047,11,100,1
subj_7,4,237,57,4,2,1,560.100000000093,1,100,1
subj_7,4,238,58,6,2,1,442,-11,80,1
subj_7,4,239,59,6,2,1,635.300000000047,-11,60,1
subj_7,4,240,60,1,2,1,504.600000000093,-1,60,1
subj_7,5,1,1,1,2,1,532.300000000003,11,20,2
subj_7,5,2,2,4,2,1,527.599999999991,-11,0,2
subj_7,5,3,3,5,2,0,546.899999999994,11,20,2
subj_7,5,4,4,6,2,1,719.5,1,20,2
subj_7,5,5,5,5,2,0,553.5,-1,20,2
subj_7,5,6,6,6,2,1,690,-11,0,2
subj_7,5,7,7,1,2,1,527.300000000003,11,20,2
subj_7,5,8,8,5,2,0,544.600000000006,11,40,2
subj_7,5,9,9,4,2,1,521.200000000012,-11,20,2
subj_7,5,10,10,2,1,1,659.200000000012,1,20,2
subj_7,5,11,11,6,2,1,783.800000000003,-11,0,2
subj_7,5,12,12,3,2,0,559,11,20,2
subj_7,5,13,13,1,2,1,529.800000000017,11,40,2
subj_7,5,14,14,1,2,1,531,-1,40,2
subj_7,5,15,15,1,2,1,480.299999999988,11,60,2
subj_7,5,16,16,2,1,1,639.600000000006,1,60,2
subj_7,5,17,17,6,2,1,604.899999999994,-11,40,2
subj_7,5,18,18,3,2,0,525.5,11,60,2
subj_7,5,19,19,2,1,1,699.5,1,60,2
subj_7,5,20,20,5,2,0,560.100000000006,-1,60,2
subj_7,5,21,21,1,2,1,484.100000000006,11,80,2
subj_7,5,22,22,5,2,0,443.399999999994,-1,80,2
subj_7,5,23,23,5,2,0,448,-1,80,2
subj_7,5,24,24,4,2,1,436.600000000006,1,80,2
subj_7,5,25,25,2,2,0,443.899999999994,-11,60,2
subj_7,5,26,26,2,1,1,724.5,1,60,2
subj_7,5,27,27,6,2,1,728.5,-11,40,2
subj_7,5,28,28,4,2,1,565.799999999988,1,40,2
subj_7,5,29,29,5,2,0,637.799999999988,-1,40,2
subj_7,5,30,30,4,2,1,597.100000000006,1,40,2
subj_7,5,31,31,6,1,0,867.599999999977,-11,20,2
subj_7,5,32,32,3,2,0,529.599999999977,-1,20,2
subj_7,5,33,33,1,2,1,570.899999999994,11,40,2
subj_7,5,34,34,2,1,1,806.799999999988,1,40,2
subj_7,5,35,35,4,2,1,585.5,1,40,2
subj_7,5,36,36,6,1,0,696.799999999988,-11,20,2
subj_7,5,37,37,1,2,1,539.399999999994,11,40,2
subj_7,5,38,38,6,1,0,718.700000000012,-11,20,2
subj_7,5,39,39,6,2,1,1042.70000000001,-11,0,2
subj_7,5,40,40,4,2,1,543.299999999988,1,0,2
subj_7,5,41,41,2,1,1,665.799999999988,1,0,2
subj_7,5,42,42,3,2,0,569.799999999988,-1,0,2
subj_7,5,43,43,1,2,1,529.799999999988,11,20,2
subj_7,5,44,44,6,2,1,799.100000000035,1,20,2
subj_7,5,45,45,3,2,0,561.700000000012,-1,20,2
subj_7,5,46,46,3,2,0,555.700000000012,-1,20,2
subj_7,5,47,47,4,2,1,438.299999999988,1,20,2
subj_7,5,48,48,2,1,1,605.600000000035,-11,0,2
subj_7,5,49,49,4,2,1,470.199999999953,1,0,2
subj_7,5,50,50,3,2,0,510.099999999977,-1,0,2
subj_7,5,51,51,4,2,1,436.099999999977,-11,-20,2
subj_7,5,52,52,1,2,1,483.399999999965,11,0,2
subj_7,5,53,53,2,1,1,654.699999999953,1,0,2
subj_7,5,54,54,3,2,0,597.399999999965,-1,0,2
subj_7,5,55,55,5,2,0,560,11,20,2
subj_7,5,56,56,3,2,0,524,-1,20,2
subj_7,5,57,57,5,2,0,415.899999999965,11,40,2
subj_7,5,58,58,5,2,0,473.799999999988,11,60,2
subj_7,5,59,59,3,2,0,533.799999999988,11,80,2
subj_7,5,60,60,2,1,1,771.099999999977,1,80,2
subj_7,6,61,1,5,2,0,570.299999999988,-1,0,2
subj_7,6,62,2,4,2,1,582.299999999988,1,0,2
subj_7,6,63,3,5,2,0,541.599999999977,-1,0,2
subj_7,6,64,4,3,2,0,520.800000000047,11,20,2
subj_7,6,65,5,4,2,1,500.800000000047,-11,0,2
subj_7,6,66,6,6,2,1,731.400000000023,-11,-20,2
subj_7,6,67,7,5,2,0,590.700000000012,11,0,2
subj_7,6,68,8,2,1,1,562,1,0,2
subj_7,6,69,9,3,2,0,558,11,20,2
subj_7,6,70,10,1,2,1,506.600000000035,11,40,2
subj_7,6,71,11,6,1,0,685.200000000012,-11,20,2
subj_7,6,72,12,3,2,0,464.5,-1,20,2
subj_7,6,73,13,2,2,0,342.399999999965,1,20,2
subj_7,6,74,14,6,2,1,665.700000000012,-11,0,2
subj_7,6,75,15,3,2,0,505.700000000012,-1,0,2
subj_7,6,76,16,5,2,0,568.299999999988,11,20,2
subj_7,6,77,17,6,1,0,1004.29999999999,1,20,2
subj_7,6,78,18,1,2,1,508.899999999965,-1,20,2
subj_7,6,79,19,5,2,0,465.599999999977,11,40,2
subj_7,6,80,20,5,2,0,415.5,-1,40,2
subj_7,6,81,21,6,1,0,671.400000000023,1,40,2
subj_7,6,82,22,4,2,1,501.400000000023,1,40,2
subj_7,6,83,23,4,2,1,456,1,40,2
subj_7,6,84,24,4,2,1,440.700000000012,1,40,2
subj_7,6,85,25,4,2,1,401.900000000023,-11,20,2
subj_7,6,86,26,1,2,1,464.600000000035,11,40,2
subj_7,6,87,27,1,2,1,396.599999999977,11,60,2
subj_7,6,88,28,3,2,0,539.199999999953,-1,60,2
subj_7,6,89,29,2,1,1,596.5,1,60,2
subj_7,6,90,30,2,1,1,573,1,60,2
subj_7,6,91,31,3,2,0,525,-1,60,2
subj_7,6,92,32,6,2,1,415,1,60,2
subj_7,6,93,33,1,2,1,484.900000000023,11,80,2
subj_7,6,94,34,4,2,1,432.199999999953,1,80,2
subj_7,6,95,35,1,2,1,385.599999999977,11,100,2
subj_7,6,96,36,3,2,0,426.900000000023,-1,100,2
subj_7,6,97,37,6,1,0,660.199999999953,-11,80,2
subj_7,6,98,38,5,2,0,484.099999999977,11,100,2
subj_7,6,99,39,1,2,1,451.300000000047,11,120,2
subj_7,6,100,40,2,2,0,432,-11,100,2
subj_7,6,101,41,3,2,0,511.300000000047,-1,100,2
subj_7,6,102,42,2,1,1,601.199999999953,1,100,2
subj_7,6,103,43,5,2,0,487.900000000023,-1,100,2
subj_7,6,104,44,5,2,0,479.199999999953,11,120,2
subj_7,6,105,45,3,2,0,444.5,11,140,2
subj_7,6,106,46,2,1,1,587.099999999977,1,140,2
subj_7,6,107,47,1,2,1,516.300000000047,11,160,2
subj_7,6,108,48,3,2,0,618.300000000047,-1,160,2
subj_7,6,109,49,6,1,0,740.300000000047,1,160,2
subj_7,6,110,50,6,1,0,559.599999999977,-11,140,2
subj_7,6,111,51,6,1,0,689.5,-11,120,2
subj_7,6,112,52,1,2,1,508.800000000047,11,140,2
subj_7,6,113,53,1,2,1,483.5,11,160,2
subj_7,6,114,54,2,1,1,574.800000000047,1,160,2
subj_7,6,115,55,2,1,1,442.800000000047,1,160,2
subj_7,6,116,56,2,1,1,521.400000000023,1,160,2
subj_7,6,117,57,4,2,1,511.300000000047,1,160,2
subj_7,6,118,58,4,2,1,507.20000000007,-11,140,2
subj_7,6,119,59,4,2,1,461.900000000023,1,140,2
subj_7,6,120,60,5,2,0,617.800000000047,-1,140,2
subj_7,7,121,1,2,1,1,638.400000000023,1,0,2
subj_7,7,122,2,2,1,1,547.599999999977,1,0,2
subj_7,7,123,3,2,1,1,528.29999999993,1,0,2
subj_7,7,124,4,4,2,1,563.599999999977,1,0,2
subj_7,7,125,5,1,2,1,485.5,11,20,2
subj_7,7,126,6,3,2,0,508.79999999993,11,40,2
subj_7,7,127,7,2,1,1,655.5,1,40,2
subj_7,7,128,8,3,2,0,512.099999999977,-1,40,2
subj_7,7,129,9,3,2,0,508.099999999977,11,60,2
subj_7,7,130,10,5,2,0,496.699999999953,-1,60,2
subj_7,7,131,11,1,2,1,503.29999999993,11,80,2
subj_7,7,132,12,4,2,1,523.900000000023,1,80,2
subj_7,7,133,13,4,2,1,407.900000000023,-11,60,2
subj_7,7,134,14,2,1,1,568.5,1,60,2
subj_7,7,135,15,5,2,0,496.5,-1,60,2
subj_7,7,136,16,5,2,0,503.099999999977,-1,60,2
subj_7,7,137,17,6,1,0,611.699999999953,1,60,2
subj_7,7,138,18,4,2,1,547.699999999953,1,60,2
subj_7,7,139,19,6,1,0,638.29999999993,-11,40,2
subj_7,7,140,20,2,1,1,663.599999999977,1,40,2
subj_7,7,141,21,4,2,1,611.5,1,40,2
subj_7,7,142,22,3,2,0,457.5,-1,40,2
subj_7,7,143,23,2,1,1,570.099999999977,-11,20,2
subj_7,7,144,24,6,1,0,642.099999999977,-11,0,2
subj_7,7,145,25,5,2,0,491.400000000023,11,20,2
subj_7,7,146,26,5,2,0,518.699999999953,-1,20,2
subj_7,7,147,27,5,2,0,426.699999999953,11,40,2
subj_7,7,148,28,6,2,1,755.900000000023,-11,20,2
subj_7,7,149,29,5,2,0,504.5,11,40,2
subj_7,7,150,30,1,2,1,525.20000000007,11,60,2
subj_7,7,151,31,4,2,1,495.099999999977,1,60,2
subj_7,7,152,32,5,2,0,443.70000000007,11,80,2
subj_7,7,153,33,6,1,0,594.400000000023,1,80,2
subj_7,7,154,34,6,1,0,609,1,80,2
subj_7,7,155,35,2,1,1,519.599999999977,1,80,2
subj_7,7,156,36,4,2,1,533.599999999977,1,80,2
subj_7,7,157,37,1,2,1,602.800000000047,-1,80,2
subj_7,7,158,38,4,2,1,617.5,-11,60,2
subj_7,7,159,39,3,2,0,447.400000000023,-1,60,2
subj_7,7,160,40,3,2,0,478.100000000093,-1,60,2
subj_7,7,161,41,6,1,0,673.400000000023,1,60,2
subj_7,7,162,42,3,2,0,473.400000000023,-1,60,2
subj_7,7,163,43,6,2,1,833.300000000047,1,60,2
subj_7,7,164,44,3,2,0,534.600000000093,11,80,2
subj_7,7,165,45,1,2,1,455.900000000023,11,100,2
subj_7,7,166,46,6,2,1,652.5,1,100,2
subj_7,7,167,47,1,2,1,451.099999999977,11,120,2
subj_7,7,168,48,4,2,1,449.699999999953,-11,100,2
subj_7,7,169,49,2,2,0,398.399999999907,-11,80,2
subj_7,7,170,50,3,2,0,495,-1,80,2
subj_7,7,171,51,2,1,1,513.599999999977,1,80,2
subj_7,7,172,52,5,2,0,559.599999999977,11,100,2
subj_7,7,173,53,3,2,0,471.599999999977,-1,100,2
subj_7,7,174,54,5,2,0,511.5,-1,100,2
subj_7,7,175,55,1,2,1,413.400000000023,11,120,2
subj_7,7,176,56,1,2,1,391.400000000023,11,140,2
subj_7,7,177,57,1,2,1,430.699999999953,11,160,2
subj_7,7,178,58,6,2,1,456,1,160,2
subj_7,7,179,59,1,2,1,406.599999999977,11,180,2
subj_7,7,180,60,4,2,1,543.29999999993,1,180,2
subj_7,8,181,1,2,2,0,481.099999999977,-11,-20,2
subj_7,8,182,2,2,1,1,566.400000000023,1,-20,2
subj_7,8,183,3,5,2,0,512.300000000047,-1,-20,2
subj_7,8,184,4,2,1,1,558.300000000047,1,-20,2
subj_7,8,185,5,2,1,1,518.899999999907,-11,-40,2
subj_7,8,186,6,5,2,0,570.899999999907,11,-20,2
subj_7,8,187,7,1,2,1,486.899999999907,11,0,2
subj_7,8,188,8,1,2,1,482.199999999953,11,20,2
subj_7,8,189,9,1,2,1,441.399999999907,11,40,2
subj_7,8,190,10,2,2,0,474.699999999953,-11,20,2
subj_7,8,191,11,6,2,1,672.699999999953,1,20,2
subj_7,8,192,12,6,2,1,756.59999999986,-11,0,2
subj_7,8,193,13,3,2,0,545.299999999814,-1,0,2
subj_7,8,194,14,6,1,0,901.899999999907,-11,-20,2
subj_7,8,195,15,1,2,1,434.5,11,0,2
subj_7,8,196,16,4,2,1,663.799999999814,1,0,2
subj_7,8,197,17,5,2,0,477.699999999953,11,20,2
subj_7,8,198,18,3,2,0,491,-1,20,2
subj_7,8,199,19,4,2,1,422.300000000047,1,20,2
subj_7,8,200,20,4,2,1,422.300000000047,1,20,2
subj_7,8,201,21,6,2,1,462.300000000047,1,20,2
subj_7,8,202,22,3,2,0,530.199999999953,-1,20,2
subj_7,8,203,23,3,2,0,499.5,11,40,2
subj_7,8,204,24,6,2,1,674.199999999953,-11,20,2
subj_7,8,205,25,4,2,1,586.100000000093,1,20,2
subj_7,8,206,26,5,2,0,505.300000000047,11,40,2
subj_7,8,207,27,5,2,0,478,11,60,2
subj_7,8,208,28,4,2,1,477.300000000047,-11,40,2
subj_7,8,209,29,2,2,0,444.59999999986,-11,20,2
subj_7,8,210,30,6,1,0,761.199999999953,1,20,2
subj_7,8,211,31,2,1,1,635.199999999953,1,20,2
subj_7,8,212,32,2,1,1,586.5,1,20,2
subj_7,8,213,33,4,2,1,521.800000000047,-11,0,2
subj_7,8,214,34,4,2,1,551.700000000186,1,0,2
subj_7,8,215,35,6,2,1,396.300000000047,1,0,2
subj_7,8,216,36,1,2,1,394.90000000014,11,20,2
subj_7,8,217,37,3,2,0,483.600000000093,-1,20,2
subj_7,8,218,38,5,2,0,590.90000000014,-1,20,2
subj_7,8,219,39,3,2,0,454.200000000186,-1,20,2
subj_7,8,220,40,6,1,0,652.800000000047,1,20,2
subj_7,8,221,41,1,2,1,469.5,11,40,2
subj_7,8,222,42,5,2,0,469.40000000014,-1,40,2
subj_7,8,223,43,1,2,1,449.40000000014,-1,40,2
subj_7,8,224,44,2,1,1,493.899999999907,1,40,2
subj_7,8,225,45,6,1,0,642.600000000093,-11,20,2
subj_7,8,226,46,5,2,0,523.899999999907,-1,20,2
subj_7,8,227,47,5,2,0,447.800000000047,11,40,2
subj_7,8,228,48,3,2,0,486.5,11,60,2
subj_7,8,229,49,4,2,1,429.800000000047,-11,40,2
subj_7,8,230,50,4,2,1,403.100000000093,1,40,2
subj_7,8,231,51,1,2,1,401.699999999953,11,60,2
subj_7,8,232,52,1,2,1,464.299999999814,11,80,2
subj_7,8,233,53,3,2,0,518.199999999953,-1,80,2
subj_7,8,234,54,4,2,1,410.199999999953,1,80,2
subj_7,8,235,55,2,1,1,576.199999999953,1,80,2
subj_7,8,236,56,5,2,0,507.5,-1,80,2
subj_7,8,237,57,1,2,1,510.09999999986,11,100,2
subj_7,8,238,58,3,2,0,458.09999999986,-1,100,2
subj_7,8,239,59,6,2,1,418.699999999953,-11,80,2
subj_7,8,240,60,3,2,0,588.699999999953,11,100,2
subj_8,1,1,1,1,2,0,944.300000000017,-1,0,1
subj_8,1,2,2,2,2,1,1121,1,0,1
subj_8,1,3,3,6,1,0,1484.89999999999,1,0,1
subj_8,1,4,4,6,1,0,1106.20000000001,-11,-20,1
subj_8,1,5,5,6,2,1,864.899999999965,-11,-40,1
subj_8,1,6,6,6,1,0,1772.79999999999,1,-40,1
subj_8,1,7,7,3,2,1,1454.79999999999,11,-20,1
subj_8,1,8,8,5,2,0,1677.29999999999,-1,-20,1
subj_8,1,9,9,5,2,0,1676.59999999998,11,0,1
subj_8,1,10,10,4,1,1,1503.90000000002,-11,-20,1
subj_8,1,11,11,1,2,0,1246.59999999998,-1,-20,1
subj_8,1,12,12,6,1,0,1381.20000000001,-11,-40,1
subj_8,1,13,13,3,1,0,1630.5,11,-20,1
subj_8,1,14,14,2,1,0,1053.79999999999,-11,-40,1
subj_8,1,15,15,1,1,1,1250.30000000005,11,-20,1
subj_8,1,16,16,3,1,0,1459,-1,-20,1
subj_8,1,17,17,2,2,1,1553.60000000003,1,-20,1
subj_8,1,18,18,1,2,0,1406.30000000005,-1,-20,1
subj_8,1,19,19,4,1,1,1192.90000000002,1,-20,1
subj_8,1,20,20,5,2,0,1025.5,-1,-20,1
subj_8,1,21,21,5,1,1,977.5,-1,-20,1
subj_8,1,22,22,3,2,1,952.800000000047,11,0,1
subj_8,1,23,23,4,1,1,1377.29999999999,1,0,1
subj_8,1,24,24,2,2,1,1080.59999999998,1,0,1
subj_8,1,25,25,6,2,1,1207.89999999997,-11,-20,1
subj_8,1,26,26,1,2,0,1158.59999999998,-1,-20,1
subj_8,1,27,27,6,1,0,1337.20000000001,-11,-40,1
subj_8,1,28,28,5,2,0,1050.5,11,-20,1
subj_8,1,29,29,2,2,1,827.099999999977,1,-20,1
subj_8,1,30,30,4,2,0,884.399999999965,-11,-40,1
subj_8,1,31,31,1,1,1,1483.60000000003,-1,-40,1
subj_8,1,32,32,5,2,0,920.900000000023,11,-20,1
subj_8,1,33,33,3,2,1,934.900000000023,11,0,1
subj_8,1,34,34,2,2,1,722.200000000012,1,0,1
subj_8,1,35,35,3,2,1,1160.20000000001,11,20,1
subj_8,1,36,36,5,2,0,992.100000000035,-1,20,1
subj_8,1,37,37,5,2,0,1195.40000000002,-1,20,1
subj_8,1,38,38,1,1,1,1012,11,40,1
subj_8,1,39,39,2,1,0,1273.89999999997,1,40,1
subj_8,1,40,40,3,2,1,869.899999999965,-1,40,1
subj_8,1,41,41,2,1,0,875.899999999965,-11,20,1
subj_8,1,42,42,3,2,1,659.799999999988,11,40,1
subj_8,1,43,43,5,2,0,699.799999999988,11,60,1
subj_8,1,44,44,6,2,1,1462.39999999997,1,60,1
subj_8,1,45,45,2,2,1,986.399999999965,1,60,1
subj_8,1,46,46,1,2,0,1157.69999999995,-1,60,1
subj_8,1,47,47,4,1,1,862.200000000012,1,60,1
subj_8,1,48,48,4,2,0,714.200000000012,-11,40,1
subj_8,1,49,49,6,2,1,812.200000000012,1,40,1
subj_8,1,50,50,4,2,0,902.099999999977,1,40,1
subj_8,1,51,51,4,1,1,770.800000000047,1,40,1
subj_8,1,52,52,6,1,0,734.699999999953,1,40,1
subj_8,1,53,53,3,2,1,720,-1,40,1
subj_8,1,54,54,4,2,0,786,1,40,1
subj_8,1,55,55,2,2,1,1051.20000000007,1,40,1
subj_8,1,56,56,1,2,0,871.800000000047,-1,40,1
subj_8,1,57,57,4,2,0,861.800000000047,-11,20,1
subj_8,1,58,58,3,2,1,765.800000000047,11,40,1
subj_8,1,59,59,1,2,0,935.800000000047,-1,40,1
subj_8,1,60,60,5,2,0,1045.09999999998,-1,40,1
subj_8,2,61,1,5,2,0,1067.5,11,20,1
subj_8,2,62,2,5,2,0,771.5,11,40,1
subj_8,2,63,3,5,2,0,919.5,-1,40,1
subj_8,2,64,4,4,1,1,1025.40000000002,1,40,1
subj_8,2,65,5,1,2,0,1275.40000000002,-1,40,1
subj_8,2,66,6,1,2,0,1009.40000000002,-1,40,1
subj_8,2,67,7,2,2,1,1211.30000000005,1,40,1
subj_8,2,68,8,3,2,1,961.199999999953,11,60,1
subj_8,2,69,9,1,1,1,861.20000000007,-1,60,1
subj_8,2,70,10,5,2,0,1069.20000000007,-1,60,1
subj_8,2,71,11,3,2,1,757.099999999977,-1,60,1
subj_8,2,72,12,6,2,1,1149.69999999995,1,60,1
subj_8,2,73,13,3,2,1,672.399999999907,11,80,1
subj_8,2,74,14,6,1,0,1142.29999999993,1,80,1
subj_8,2,75,15,4,1,1,745.599999999977,-11,60,1
subj_8,2,76,16,6,2,1,1466.29999999993,1,60,1
subj_8,2,77,17,4,2,0,914.199999999953,-11,40,1
subj_8,2,78,18,1,2,0,886.099999999977,-1,40,1
subj_8,2,79,19,3,2,1,885.400000000023,11,60,1
subj_8,2,80,20,2,1,0,1200.69999999995,-11,40,1
subj_8,2,81,21,3,2,1,659.29999999993,11,60,1
subj_8,2,82,22,2,2,1,875.29999999993,1,60,1
subj_8,2,83,23,1,1,1,983.29999999993,11,80,1
subj_8,2,84,24,6,1,0,824.5,-11,60,1
subj_8,2,85,25,6,2,1,1014.40000000002,-11,40,1
subj_8,2,86,26,2,2,1,644.400000000023,1,40,1
subj_8,2,87,27,3,2,1,833,-1,40,1
subj_8,2,88,28,5,2,0,1074.30000000005,-1,40,1
subj_8,2,89,29,1,2,0,794.300000000047,-1,40,1
subj_8,2,90,30,1,2,0,744.900000000023,-1,40,1
subj_8,2,91,31,3,2,1,619.599999999977,11,60,1
subj_8,2,92,32,6,2,1,1109.5,-11,40,1
subj_8,2,93,33,4,1,1,1035.5,1,40,1
subj_8,2,94,34,4,2,0,896.70000000007,1,40,1
subj_8,2,95,35,2,2,1,799.300000000047,1,40,1
subj_8,2,96,36,4,2,0,840,1,40,1
subj_8,2,97,37,3,2,1,725.300000000047,-1,40,1
subj_8,2,98,38,6,2,1,1247.20000000007,-11,20,1
subj_8,2,99,39,6,2,1,901.900000000023,-11,0,1
subj_8,2,100,40,4,2,0,970.5,-11,-20,1
subj_8,2,101,41,4,1,1,676.5,1,-20,1
subj_8,2,102,42,1,2,0,721.70000000007,-1,-20,1
subj_8,2,103,43,5,2,0,1077.60000000009,11,0,1
subj_8,2,104,44,2,1,0,970.900000000023,-11,-20,1
subj_8,2,105,45,3,2,1,670.900000000023,11,0,1
subj_8,2,106,46,5,2,0,682.900000000023,-1,0,1
subj_8,2,107,47,5,2,0,688.20000000007,-1,0,1
subj_8,2,108,48,5,2,0,669.5,11,20,1
subj_8,2,109,49,2,2,1,771.400000000023,1,20,1
subj_8,2,110,50,4,2,0,899.29999999993,-11,0,1
subj_8,2,111,51,2,2,1,877.899999999907,-11,-20,1
subj_8,2,112,52,1,2,0,617.199999999953,-1,-20,1
subj_8,2,113,53,5,1,1,779.199999999953,-1,-20,1
subj_8,2,114,54,6,1,0,1236.5,-11,-40,1
subj_8,2,115,55,2,2,1,625.79999999993,1,-40,1
subj_8,2,116,56,2,1,0,697.79999999993,-11,-60,1
subj_8,2,117,57,4,2,0,476.399999999907,-11,-80,1
subj_8,2,118,58,6,2,1,731.599999999977,1,-80,1
subj_8,2,119,59,1,2,0,708.900000000023,-1,-80,1
subj_8,2,120,60,3,2,1,689.5,11,-60,1
subj_8,3,121,1,3,2,1,644.79999999993,-1,0,1
subj_8,3,122,2,4,1,1,795.400000000023,1,0,1
subj_8,3,123,3,5,2,0,812,-1,0,1
subj_8,3,124,4,1,2,0,691.900000000023,-1,0,1
subj_8,3,125,5,6,1,0,783.199999999953,1,0,1
subj_8,3,126,6,5,2,0,686.5,-1,0,1
subj_8,3,127,7,2,2,1,717.800000000047,1,0,1
subj_8,3,128,8,3,2,1,721.800000000047,11,20,1
subj_8,3,129,9,5,2,0,1421.80000000005,11,40,1
subj_8,3,130,10,1,1,1,847.699999999953,11,60,1
subj_8,3,131,11,3,2,1,816.400000000023,-1,60,1
subj_8,3,132,12,3,2,1,586.20000000007,11,80,1
subj_8,3,133,13,2,1,0,1401.5,-11,60,1
subj_8,3,134,14,1,1,1,1026.20000000007,11,80,1
subj_8,3,135,15,5,2,0,1283.5,-1,80,1
subj_8,3,136,16,2,2,1,1150.70000000007,-11,60,1
subj_8,3,137,17,2,2,1,935.400000000023,1,60,1
subj_8,3,138,18,6,1,0,1156.70000000007,1,60,1
subj_8,3,139,19,2,2,1,1005.30000000005,1,60,1
subj_8,3,140,20,5,2,0,1181.80000000005,11,80,1
subj_8,3,141,21,6,2,1,1005.10000000009,1,80,1
subj_8,3,142,22,4,2,0,821.800000000047,-11,60,1
subj_8,3,143,23,1,1,1,867.699999999953,-1,60,1
subj_8,3,144,24,3,2,1,1031.69999999995,11,80,1
subj_8,3,145,25,2,2,1,1447,1,80,1
subj_8,3,146,26,4,1,1,943.600000000093,1,80,1
subj_8,3,147,27,2,2,1,754.199999999953,1,80,1
subj_8,3,148,28,3,2,1,570.90000000014,11,100,1
subj_8,3,149,29,3,2,1,642.800000000047,-1,100,1
subj_8,3,150,30,6,1,0,1137.39999999991,-11,80,1
subj_8,3,151,31,5,2,0,780.699999999953,11,100,1
subj_8,3,152,32,6,1,0,652,1,100,1
subj_8,3,153,33,5,2,0,642.59999999986,-1,100,1
subj_8,3,154,34,1,1,1,759.300000000047,11,120,1
subj_8,3,155,35,6,1,0,721.100000000093,-11,100,1
subj_8,3,156,36,1,1,1,597.199999999953,11,120,1
subj_8,3,157,37,4,2,0,699.800000000047,1,120,1
subj_8,3,158,38,4,2,0,650.40000000014,-11,100,1
subj_8,3,159,39,4,2,0,675,-11,80,1
subj_8,3,160,40,1,1,1,639,11,100,1
subj_8,3,161,41,5,2,0,622.300000000047,11,120,1
subj_8,3,162,42,6,1,0,632.300000000047,1,120,1
subj_8,3,163,43,2,1,0,613.600000000093,-11,100,1
subj_8,3,164,44,5,2,0,559.5,11,120,1
subj_8,3,165,45,6,2,1,603.5,1,120,1
subj_8,3,166,46,6,1,0,692,1,120,1
subj_8,3,167,47,5,2,0,619.300000000047,-1,120,1
subj_8,3,168,48,1,1,1,571.300000000047,11,140,1
subj_8,3,169,49,4,1,1,895.300000000047,1,140,1
subj_8,3,170,50,3,2,1,561.899999999907,11,160,1
subj_8,3,171,51,3,2,1,501.899999999907,11,180,1
subj_8,3,172,52,2,2,1,498.5,1,180,1
subj_8,3,173,53,4,2,0,765.09999999986,1,180,1
subj_8,3,174,54,6,1,0,625,-11,160,1
subj_8,3,175,55,3,2,1,667,11,180,1
subj_8,3,176,56,4,2,0,699,-11,160,1
subj_8,3,177,57,2,2,1,865.59999999986,1,160,1
subj_8,3,178,58,4,1,1,1081.59999999986,-11,140,1
subj_8,3,179,59,1,1,1,670.899999999907,11,160,1
subj_8,3,180,60,1,1,1,594.799999999814,11,180,1
subj_8,4,181,1,5,2,0,684.300000000047,11,20,1
subj_8,4,182,2,6,1,0,913.59999999986,1,20,1
subj_8,4,183,3,4,1,1,909.5,-11,0,1
subj_8,4,184,4,5,2,0,777.5,-1,0,1
