singular,convergence_false,coef_intercept,se_intercept,df_intercept,t_intercept,prob_intercept,coef_pe,se_pe,df_pe,t_pe,prob_pe,coef_valence,se_valence,df_valence,t_valence,prob_valence,coef_interaction_pe_valence,se_interaction_pe_valence,df_interaction_pe_valence,t_interaction_pe_valence,prob_interaction_pe_valence,coef_neg,coef_pos,se_neg,se_pos,pvalue_neg,pvalue_pos,coeff_diff,se_diff,pvalue_diff
0,0,3.49314340159582,0.39564960703194,30.1232470235608,8.82888126137789,7.38528690085767e-10,1.53212784482402,0.688126116905952,36.3874795203079,2.22652186449918,0.032256545091525,-0.226458811415047,0.048383269865767,11384.3473603055,-4.68051894887069,2.89450967384115e-06,0.669455736609051,0.438379717844225,41.4786337254757,1.52711384527816,0.134323014904972,0.862672108214967,2.20158358143307,0.74053632511297,0.884869827013368,0.244047806039779,0.0128452527247191,-1.3389114732181,0.876759435688449,0.126732704699251
0,0,3.36736990269121,0.388664597852356,27.9698379228831,8.66394809637482,2.0831358497695e-09,1.53828213395368,0.677044375718242,37.0454545823455,2.27205511060009,0.0289807623686714,-0.209715185348283,0.0483231836350247,10294.0302267752,-4.33984620989006,1.43943671842649e-05,0.517234989570955,0.418864802259363,39.3953485680203,1.23484949506614,0.22420112035995,1.02104714438272,2.05551712352463,0.737973979729792,0.850334065981559,0.166486636828667,0.0156358924445204,-1.03446997914191,0.837729604518726,0.216886522805156
0,0,3.2491372131994,0.38671893935038,26.7874409964195,8.40180524558063,5.50371581447702e-09,1.38135748987374,0.626632492190139,39.788349916746,2.20441408176228,0.033341779477906,-0.19377955740536,0.0487518419905601,12109.6695609509,-3.97481509402008,7.08427447465375e-05,0.35478768425455,0.452065017310806,39.6962220090364,0.784815614278388,0.437220535141168,1.02656980561919,1.73614517412829,0.762170598418625,0.783044123402687,0.178011500532486,0.0266111945921812,-0.7095753685091,0.904130034621612,0.432561683910312
0,0,3.14216293625488,0.377471697816078,24.6976604684027,8.3242345172747,1.2421501669677e-08,1.14310357137936,0.620203163711974,41.0203747065153,1.84311148066027,0.0725466611639165,-0.204656548987371,0.0490412245180595,13581.4222143234,-4.17315332148785,3.02282871892205e-05,0.365510363603376,0.473890541278328,39.8480565369761,0.771297022762694,0.445080689036761,0.777593207775985,1.50861393498274,0.798463447707115,0.762170939788761,0.330125065189213,0.0477750069255748,-0.731020727206752,0.947781082556656,0.44053089666889
0,0,3.04925288680296,0.36657361286728,23.3039196690615,8.31825526925464,1.97222904386204e-08,1.1810937459684,0.632304386603785,40.7015719954098,1.86791958270645,0.0689845694001223,-0.199222184146138,0.0491489624506126,12462.6476344582,-4.05343621132036,5.07773427790583e-05,0.302159624580962,0.449298000396984,40.1534841239551,0.672514955138871,0.505107818885056,0.878934121387436,1.48325337054936,0.793138855779669,0.757816479373965,0.267787622836811,0.0503154365038018,-0.604319249161924,0.898596000793968,0.50125592263965
0,0,2.96691065377688,0.362668259016377,21.363291160283,8.18078389827577,5.05833636887685e-08,1.24774588259635,0.623267433943037,40.9756962268275,2.00194300976487,0.0519405828318055,-0.184968383265101,0.0490229786474278,10986.7311086748,-3.77309556392706,0.000162081719054747,0.155012778519195,0.413347285038413,40.7637687885106,0.375018257359037,0.709591067539567,1.09273310407716,1.40275866111555,0.769044986613956,0.726089769304781,0.155346936009504,0.0533674572979253,-0.310025557038389,0.826694570076827,0.707646888517118
0,0,2.89014452992291,0.362156405952395,19.3814683132166,7.98037666163169,1.51130339574707e-07,1.15194251162027,0.591728794554014,42.8832676354934,1.94674067279164,0.0581352786857628,-0.179663839486452,0.0490036951851031,12315.7061356964,-3.66633248386274,0.000247089098945875,0.0815238887041629,0.43375278838656,41.800811972051,0.187950120176539,0.851825189307517,1.07041862291611,1.23346640032443,0.774255503169827,0.690722311269995,0.166814113071385,0.0741376273333973,-0.163047777408326,0.86750557677312,0.850915752566411
0,0,2.80237757243317,0.363226273392962,18.0611778175449,7.71523917104249,3.99978968597584e-07,0.939270296241844,0.55672990689848,44.2450697306912,1.68712024377221,0.0986193047183101,-0.206083869537392,0.0492772946321551,16411.6718136367,-4.18212629316942,2.90294959396292e-05,0.000371303227865307,0.504831509579582,42.7459921621452,0.000735499311789242,0.999416578335865,0.938898993013979,0.93964159946971,0.814825426773034,0.682396958143369,0.249210091036509,0.168520861693832,-0.000742606455730614,1.00966301915916,0.999413156507552
0,0,2.68670355784996,0.360719052136964,17.1871853129879,7.4481886718582,8.89910205769927e-07,0.783433054214345,0.549024722578774,43.7727639360828,1.42695405506432,0.16068782251509,-0.240151507538994,0.0492217331035852,20121.765849541,-4.87897301449351,1.07454984116947e-06,-0.114039446801015,0.564305184578466,43.5045991131361,-0.202088249262148,0.840789797266759,0.89747250101536,0.66939360741333,0.860613423024775,0.70645701270442,0.297027569847199,0.343365608816821,0.22807889360203,1.12861036915693,0.839847734077241
0,0,2.54996125684633,0.354330671178613,16.047888477203,7.19655808616391,2.09142196702466e-06,0.877862425046975,0.5610221988489,42.8969954387872,1.56475523936159,0.124988383952412,-0.231345032505111,0.0490921899516061,18547.087879621,-4.71246103979401,2.46518937723872e-06,-0.298563260792986,0.537554427225979,43.5852962921673,-0.555410290886647,0.581453808209735,1.17642568583996,0.579299164253989,0.855486026317681,0.689612208736326,0.169083468731378,0.400888134691645,0.597126521585972,1.07510885445196,0.578614055257615
0,0,2.42367171823808,0.351617240262631,14.893986845707,6.89292628662856,5.32049377956975e-06,0.81787076155125,0.560858979362982,42.9984367350928,1.45824671021614,0.152038712035566,-0.249166823670649,0.0490135593269583,16874.3732004194,-5.0836304706727,3.74248404107005e-07,-0.499569610416742,0.504066168475584,44.0344439518291,-0.991079428971716,0.327061743122201,1.31744037196799,0.318301151134507,0.850818426163069,0.642961118240349,0.12151665483775,0.620561259254535,0.999139220833485,1.00813233695117,0.321646796881285
0,0,2.34296133867225,0.352604644087304,14.0160978151628,6.64472626200618,1.09923470536108e-05,0.808244191124386,0.575989070723892,41.9400218947332,1.40322834617088,0.167909329599726,-0.271957742626952,0.0488884510558628,15843.0543768674,-5.56282182710589,2.69742779315411e-08,-0.416471248047124,0.491064966860964,44.8112092660079,-0.848098064721118,0.400890882111938,1.22471543917151,0.391772943077262,0.834554674624186,0.670324486801717,0.142237987015797,0.558915792611868,0.832942496094248,0.982129933721929,0.396383359326923
