singular,convergence_false,coef_intercept,se_intercept,df_intercept,t_intercept,prob_intercept,coef_pe,se_pe,df_pe,t_pe,prob_pe,coef_valence,se_valence,df_valence,t_valence,prob_valence,coef_interaction_pe_valence,se_interaction_pe_valence,df_interaction_pe_valence,t_interaction_pe_valence,prob_interaction_pe_valence,coef_neg,coef_pos,se_neg,se_pos,pvalue_neg,pvalue_pos,coeff_diff,se_diff,pvalue_diff,convergence_false_message
0,0,0.182413800349644,0.110837586205719,41.8895988611737,1.64577564880452,0.107293843945773,-0.117386569852874,0.270183989349422,39.9509659456678,-0.434469008084195,0.666285593270645,0.0397259303326769,0.0316392403559064,19891.9836156312,1.25559052258538,0.209279217557569,0.533840943397017,0.200986207498494,36.4616352026486,2.65610735204811,0.0116535560365116,-0.651227513249891,0.416454373544143,0.259157584272415,0.399533520402079,0.0119755819522146,0.297248732910504,-1.06768188679403,0.401972414996988,0.00790484457959476,
0,0,0.182574298409705,0.104474390993007,43.7124204589905,1.74755073156565,0.087564089528166,-0.239980419405527,0.265819951198557,39.564722136841,-0.902793106098611,0.372099492385595,0.0652021764714484,0.0310066358516649,23389.7213282496,2.10284588058422,0.0354899004606395,0.404424498190729,0.207652715973658,38.4313701380255,1.94760033016872,0.0587953344466618,-0.644404917596255,0.164444078785202,0.279839417912149,0.38632847939994,0.0212919681064181,0.670356559504277,-0.808848996381458,0.415305431947317,0.0514628042329136,
0,0,0.183167461474993,0.103660414811318,44.4774258710772,1.76699525858924,0.0840903196166101,-0.362887753313506,0.251838334236324,37.8402963401023,-1.44095518426108,0.157821618484087,0.0703603378282737,0.0303013268184901,23599.4626825179,2.32202168075819,0.0202402343481535,0.307161249496511,0.218443310100521,39.8562680763257,1.40613713166663,0.167432287925834,-0.670049002810017,-0.0557265038169957,0.269227616028506,0.387035584158362,0.0128181324756011,0.885513976817591,-0.614322498993021,0.436886620201042,0.159683408175434,
0,0,0.17453014912195,0.103150011418105,43.4565349326933,1.69200319730955,0.097805040727777,-0.483191113818665,0.251037989291432,34.7651419545356,-1.92477288072015,0.0624720947177714,0.0591186304178161,0.0296329236856888,22589.1632279507,1.99503198013389,0.0460513843282629,0.240531510210434,0.217270877547251,37.3365175079022,1.10705821657173,0.275350405584416,-0.7237226240291,-0.242659603608231,0.255599134310566,0.393855931953507,0.00463338185555497,0.537820204405492,-0.481063020420869,0.434541755094503,0.268268759106427,
0,0,0.1758489363881,0.0982118049611041,40.9989831293448,1.79050712343331,0.080758516608603,-0.505097923866439,0.234659411133013,31.9583967069455,-2.15247247671704,0.0390153253264869,0.0533937263819776,0.0291471583268034,18683.5384730091,1.83186730532415,0.0669871034080417,0.29168898773629,0.22274045037983,32.8945127027436,1.30954654728804,0.19942251047593,-0.796786911602728,-0.213408936130149,0.235843028657887,0.392090245697186,0.000728922795652716,0.586245197665402,-0.58337797547258,0.445480900759661,0.190349281270744,
0,0,0.179120707625254,0.0902172451677455,41.5681401845361,1.9854375656473,0.0537191750513828,-0.541769519971517,0.213162362710579,31.7331476241324,-2.54158151130602,0.0161249478371514,0.052220080344435,0.0288262320721206,16323.6443512847,1.81154721205967,0.0700745582181448,0.183382951754197,0.213853672453963,34.0534381413508,0.857516027898349,0.397154849048332,-0.725152471725714,-0.358386568217321,0.228126545016686,0.360972923715279,0.00147922303070722,0.320790349414645,-0.366765903508393,0.427707344907925,0.391159760721894,
0,0,0.164160305425396,0.0871857095507673,41.5030207341768,1.8828808788877,0.0667383781734547,-0.567717035211,0.19624364928264,29.9698216810588,-2.89291927298675,0.00704622594270037,0.0321908955819748,0.0285932826978198,16105.8153909466,1.12582021176705,0.260258402593532,0.0658838938513445,0.225425972129058,35.0633009099465,0.292263989056352,0.77180722974051,-0.633600929062345,-0.501833141359656,0.229521910020131,0.354931782753965,0.00577085730405206,0.157395325241133,-0.131767787702689,0.450851944258116,0.770084789936957,Model failed to converge with 1 negative eigenvalue: -2.6e+03
0,0,0.151652320509906,0.0852929948092263,42.8586535511566,1.77801612956731,0.0824965145011763,-0.464459090259927,0.182664649058183,27.2599816246395,-2.54268733799711,0.0169831070021103,0.0106519429605448,0.0285424559376696,16088.6997493639,0.373196440551798,0.709007161909876,0.105126434443977,0.238598063177596,37.1162698323748,0.440600535662052,0.662057811828305,-0.569585524703903,-0.35933265581595,0.250322778267388,0.343408395668764,0.0228816879920954,0.29538968322499,-0.210252868887954,0.477196126355192,0.659502214984175,
0,0,0.184298585847495,0.0846797187465517,43.2259388190192,2.17641943756456,0.035033197904989,-0.304486721957018,0.190614200987955,32.2300436352914,-1.59739788734974,0.119936537636874,-0.0117982308913715,0.0284267521384009,17483.726201374,-0.415039707453373,0.678117928168358,0.354773924833113,0.224065270094859,39.1480190749323,1.58335080078639,0.121387811913654,-0.659260646790131,0.0502872028760948,0.252466478580112,0.330664051501331,0.00902040255240892,0.879124282235835,-0.709547849666226,0.448130540189718,0.113341530094627,
0,0,0.214202786162178,0.0855575249476313,43.9833671245884,2.50361129886926,0.016078156525671,-0.177318184821468,0.204821417740104,33.494578291775,-0.86572091326145,0.392802102758379,-0.0132065709303128,0.0283636819034182,17005.1973803242,-0.465615535221513,0.64149668397718,0.538107365069508,0.238363437968356,38.4515209291117,2.25750798719787,0.0297342420741539,-0.715425549890976,0.360789180248041,0.244179120436472,0.371368335474622,0.00339048111846094,0.331292863180639,-1.07621473013902,0.476726875936712,0.0239763509695438,
