singular,convergence_false,coef_intercept,se_intercept,df_intercept,t_intercept,prob_intercept,coef_pe,se_pe,df_pe,t_pe,prob_pe,coef_valence,se_valence,df_valence,t_valence,prob_valence,coef_interaction_pe_valence,se_interaction_pe_valence,df_interaction_pe_valence,t_interaction_pe_valence,prob_interaction_pe_valence,coef_neg,coef_pos,se_neg,se_pos,pvalue_neg,pvalue_pos,coeff_diff,se_diff,pvalue_diff,time
0,0,-0.518492526881263,0.149863952731106,49.7608746984965,-3.45975478046793,0.00111820203004618,0.370549770228666,0.238002388450687,36.5666643937375,1.55691618324008,0.128104123108919,0.110230484219759,0.026943102339012,32427.4175699279,4.09123206499317,4.3012372780282e-05,-1.36004512226523,0.38422898968006,39.9119705031276,-3.53967336873179,0.00103486792976081,1.7305948924939,-0.989495352036567,0.432185927215185,0.470924018451739,6.22057816089655e-05,0.0356253131590283,2.72009024453047,0.768457979360121,0.000400622535315832,1
0,0,-0.445634355339875,0.137964007294301,49.4282113327475,-3.23007691701256,0.00220270298554301,0.341204049673236,0.229116835924895,40.814114123998,1.48921421813403,0.144118306223831,0.109862228989483,0.0262769780682386,33513.2480046407,4.18093087813152,2.91054783980386e-05,-1.37062309121458,0.39055819695115,42.3364063245409,-3.50939527556764,0.00107942448613514,1.71182714088782,-1.02941904154134,0.40738604992027,0.494061803573496,2.6459307802717e-05,0.0371980655411408,2.74124618242916,0.7811163939023,0.000449126888115582,2
0,0,-0.374748580251902,0.126296298955813,49.0615839870208,-2.96721743511275,0.00463454918884691,0.303193519468955,0.237330645056216,40.3802318107103,1.27751525470779,0.208716704362311,0.117846680053691,0.0258304739758473,34521.2477328223,4.5623119484328,5.07673620725209e-06,-1.27595496242178,0.389301164429576,43.1434122779485,-3.27755239132505,0.00207283028157303,1.57914848189074,-0.972761442952828,0.377681437064588,0.522608070656084,2.90019047559473e-05,0.0626934404917989,2.55190992484357,0.778602328859152,0.00104711296404601,3
0,0,-0.272851616442847,0.124323483832278,49.1610928614927,-2.19469088246389,0.0329391822946237,0.154571810470188,0.24184165494445,36.7652872117236,0.639144693686837,0.526691183480945,0.0899272345443605,0.0251647967527113,34766.8298819568,3.57353311564782,0.000352673044238599,-1.13847299664712,0.3483097710128,41.1054784843796,-3.2685646266446,0.00218855250399741,1.2930448071173,-0.983901186176927,0.32516736975761,0.503865405583114,6.99218478270392e-05,0.050854398679782,2.27694599329423,0.696619542025599,0.00108094488584883,4
0,0,-0.161091839913387,0.130189138357208,49.3890033918624,-1.23736774009049,0.221801370428149,0.0357425780478598,0.224208297177337,35.2933814061533,0.159416839152876,0.87424929695478,0.0471743693737255,0.0244584409742367,32962.0341999546,1.92875618782966,0.0537697132909806,-1.09921509553205,0.317435873302264,38.8080725309259,-3.46279418295416,0.00131718000171751,1.13495767357991,-1.06347251748419,0.300483850416904,0.460194789196157,0.00015866477924795,0.0208373731435569,2.19843019106411,0.634871746604528,0.000534597153440805,5
0,0,-0.0794547167424402,0.130121190467791,48.5651069081709,-0.610620887011541,0.544297821208853,0.0292817675026695,0.209341428024906,38.5781525057125,0.139875646110457,0.889485979535975,0.0447078340170879,0.0239989819442081,32892.1482763653,1.86290543994837,0.06248447845821,-1.05881993653664,0.288182096698122,37.7145400132548,-3.67413503013611,0.000737923570462986,1.08810170403931,-1.02953816903397,0.296646948250197,0.407119266043146,0.000244452935500959,0.0114441237424946,2.11763987307328,0.576364193396244,0.000238656505125968,6
0,0,-0.0021368693336753,0.122454910201591,46.8159372783463,-0.0174502543847159,0.986151576727078,0.186448438625295,0.199801532347704,38.7749198525836,0.93316821164729,0.356507919490712,0.0865664488641557,0.0238116187795238,33785.7096171774,3.63547097178443,0.000277885106941923,-0.906198175595512,0.268096863359935,36.8275328223063,-3.38011479969794,0.00172634386623414,1.09264661422081,-0.719749736970218,0.310096086225815,0.356978400258733,0.000425767630325519,0.0437761717262055,1.81239635119102,0.536193726719869,0.000724555593054657,7
0,0,0.0497822475228781,0.117961122753468,44.5514686113299,0.4220224965722,0.675038234926661,0.157379859227561,0.18332356839287,38.3232374731946,0.858481321344832,0.395964498663431,0.0482336938959096,0.0235112023253378,31910.1590455567,2.05151966405089,0.0402245109416835,-0.841500938613772,0.249170224062147,39.5281704828061,-3.37721307504177,0.00165495008787952,0.998880797841333,-0.684121079386211,0.296081690299272,0.322059459175597,0.000741742478393877,0.0336528065484241,1.68300187722754,0.498340448124294,0.000732243033212839,8
0,0,0.0756108330751447,0.120567020922377,39.3532451662691,0.627126991250982,0.534197787245101,0.0508579938088842,0.173039838767004,40.642754255506,0.293909160868809,0.770323096907111,0.013301339333615,0.0233690387909003,31670.1443529083,0.569186411671946,0.56923367772999,-0.787816867198441,0.226412827572065,42.5159501706108,-3.47955933259871,0.0011734078290412,0.838674861007326,-0.736958873389557,0.291899216124403,0.277859598008303,0.00406380711132929,0.00799524106160698,1.57563373439688,0.45282565514413,0.000502239143796844,9
0,0,0.128185040107931,0.125342736732096,36.0777439348502,1.02267625113301,0.313269771814855,-0.0313605580322751,0.170285045845113,39.694531062234,-0.184165073783402,0.854821589605188,-0.00101878072430699,0.0231669770534546,31467.6795399051,-0.0439755571888508,0.964924166577316,-0.640912365446746,0.222312980767087,39.4959429475845,-2.88292821784535,0.00634532305278585,0.609551807414471,-0.672272923479021,0.285495834172912,0.274467202379359,0.0327558028424341,0.0143104632662925,1.28182473089349,0.444625961534174,0.00393997212890178,10
0,0,0.149090341153249,0.127560726128868,36.9507284767761,1.16877933889018,0.249977767920979,-0.0685940336992631,0.167050729907479,39.0770696456579,-0.41061798255688,0.68359559942041,0.000190200895918305,0.0229937349990486,30170.841278338,0.00827185735271695,0.993400142684276,-0.544993542292254,0.219349855790695,35.0847041351274,-2.48458582444791,0.0178883331310423,0.476399508592991,-0.613587575991517,0.269282135688635,0.282006635728678,0.0768694539598621,0.0295708717979448,1.08998708458451,0.438699711581389,0.0129702239362936,11
0,0,0.116332136334683,0.125893238202627,38.2927888011379,0.924053888799368,0.361244836101495,-0.205311417435247,0.192892446664986,37.9703686687123,-1.06438287753087,0.29387744535391,-0.00630043613121849,0.0227168607304334,34461.6427819237,-0.277346249817779,0.781515913228048,-0.541425861959393,0.227721700708307,30.8913155717557,-2.37757692953873,0.0238015246657343,0.336114444524145,-0.74673727939464,0.273286469338481,0.321626870121704,0.218735354721582,0.0202463852598417,1.08285172391879,0.455443401416613,0.0174268074507117,12
