singular,convergence_false,coef_intercept,se_intercept,df_intercept,t_intercept,prob_intercept,coef_pe,se_pe,df_pe,t_pe,prob_pe,coef_valence,se_valence,df_valence,t_valence,prob_valence,coef_interaction_pe_valence,se_interaction_pe_valence,df_interaction_pe_valence,t_interaction_pe_valence,prob_interaction_pe_valence,coef_neg,coef_pos,se_neg,se_pos,pvalue_neg,pvalue_pos,coeff_diff,se_diff,pvalue_diff,time
0,0,1.05956406330026,0.23564594544165,10.6912151656684,4.49642390966846,0.000972981824485962,0.164838027028428,0.306351856652879,38.0554319174016,0.538067661248754,0.593663549088544,0.0111187809037759,0.0310845124317525,28407.3053743719,0.357695200405272,0.720574082765366,-2.06870688586007,0.465396400434368,36.7669953489093,-4.445042729014,7.79561879508732e-05,2.2335449128885,-1.90386885883165,0.435609738681549,0.656608479072315,2.93772579322302e-07,0.00373699203657495,4.13741377172015,0.930792800868737,8.78744002378367e-06,1
0,0,0.932879033748282,0.211337620162744,12.1822742981242,4.41416456298648,0.000814598180319629,-0.0144616031359241,0.303251654892349,40.0811739058544,-0.0476884557845458,0.962201369110316,-0.0074748473052962,0.0303650963423649,29691.1689772451,-0.246165769441917,0.805555614020995,-2.09795054519177,0.456905936763431,37.7060996841464,-4.59164649961205,4.77768662292864e-05,2.08348894205585,-2.1124121483277,0.400455527100811,0.664141982789558,1.963109355588e-07,0.00146938208789985,4.19590109038355,0.913811873526863,4.3976278349858e-06,2
0,0,0.793830600504751,0.195647499276637,13.7077264463547,4.05745334563315,0.00122463656812241,-0.0410944148069681,0.285358762464458,40.8357797497872,-0.144009647547047,0.886201207117371,-0.0150198889464983,0.0295613683140809,29067.7897161099,-0.508091803698543,0.611392818562678,-1.95968487863764,0.439093268015383,40.951959857837,-4.46302647156272,6.19890731026072e-05,1.91859046383067,-2.00077929344461,0.368539003241565,0.642373758611811,1.93021169331378e-07,0.0018415370343194,3.91936975727528,0.878186536030766,8.08100650697997e-06,3
0,0,0.687924007325227,0.181459908762099,15.5773529349928,3.79105231573284,0.00167174093143077,-0.206727343352227,0.285176848980735,37.8674569921588,-0.724909276791234,0.472963560156144,-0.0304012863520614,0.0289095556498572,28976.6629668496,-1.05159991804342,0.292991914880883,-1.73979851271166,0.407513593279269,39.5767882846101,-4.26930178871207,0.000118911279927666,1.53307116935944,-1.94652585606389,0.345471279765986,0.612728261679495,9.09579032479746e-06,0.00148900710797548,3.47959702542333,0.815027186558537,1.96085812275759e-05,4
0,0,0.619505229763341,0.163217088178493,19.5458590924818,3.79559050266756,0.00117243612817467,-0.354849597896586,0.271482799132366,35.2231912682615,-1.30707948728484,0.199654744904492,-0.0581419521503881,0.0282972734378632,28262.3480795294,-2.05468390013121,0.0399187188383379,-1.57991254172833,0.383543026938167,37.0382255474753,-4.11925763411946,0.000204666955215049,1.22506294383174,-1.93476213962492,0.335763492404771,0.573479907794008,0.000263684682165065,0.000741590528475321,3.15982508345666,0.767086053876335,3.80094981644651e-05,5
0,0,0.582851136326871,0.14581591773667,25.444888780951,3.99717085331825,0.000486155985281038,-0.368979559481563,0.274227266284483,32.9166359048978,-1.34552469738288,0.187651845947971,-0.0581299099350468,0.0278120101882956,26869.9816452611,-2.09010098664174,0.0366181054239342,-1.49097182548581,0.356210888009206,34.9685220386564,-4.18564360516479,0.000182098953987162,1.12199226600424,-1.85995138496737,0.310011785771116,0.555037181910671,0.000295523983255633,0.000805088887428988,2.98194365097161,0.712421776018413,2.84359220847679e-05,6
0,0,0.54324631219162,0.133592069382111,29.5417659351891,4.0664563001699,0.000325095507826033,-0.21306381698993,0.271604825641272,33.0900438419865,-0.784462560585499,0.438348850180059,-0.0183227409932538,0.0275396452041728,24909.819625465,-0.665322332855527,0.505850509319979,-1.39472389712722,0.325435464820729,35.1556613488143,-4.28571574980474,0.000134651052637284,1.18166008013729,-1.60778771411715,0.283747993210359,0.528054848002092,3.12076295155844e-05,0.00232884477055274,2.78944779425445,0.650870929641457,1.82151771747585e-05,7
0,0,0.497816539765007,0.127517764599747,29.3313825052634,3.90389951805973,0.000511464086561346,-0.144505653335199,0.241986659364894,32.4757383841569,-0.597163718506059,0.554539078635766,-0.0269935793631966,0.0270367512575257,20020.9542796781,-0.998403214427729,0.318095941954153,-1.32300015692465,0.315006837483368,37.2265947941829,-4.19990933369661,0.000159837915621234,1.17849450358945,-1.46750581025985,0.254004375813405,0.501054367320903,3.48979124749241e-06,0.00340234449734918,2.6460003138493,0.630013674966735,2.6702188367228e-05,8
0,0,0.432895045762851,0.122486792319085,33.2024129980762,3.53421815990685,0.00122771788950053,-0.145020862083428,0.198733915537854,35.4018226757715,-0.729723770051743,0.470360185850516,-0.039401197167975,0.026789245321291,14729.0590470152,-1.47078414100231,0.141370864603164,-1.15800449604705,0.277548792970508,37.8304412300643,-4.17225556506058,0.000169851442306766,1.01298363396362,-1.30302535813048,0.237347452179429,0.420384574256382,1.97290286804022e-05,0.00193780077868115,2.3160089920941,0.555097585941017,3.01599077185575e-05,9
0,0,0.34391355170688,0.116175961934155,43.671765437567,2.96028150730355,0.0049520212758933,-0.16967546393857,0.19524558183654,36.407732575705,-0.869036125389116,0.39052046997567,-0.0213885168437636,0.0266964799868618,18153.0084636841,-0.801173669872939,0.423041598019087,-1.02437906374375,0.268553091826292,35.9679654031383,-3.81443779618201,0.000516694359277535,0.854703599805177,-1.19405452768232,0.252888030558344,0.395639791619375,0.000725462813807478,0.00254419966207485,2.04875812748749,0.537106183652585,0.000136493310771141,10
