singular,convergence_false,coef_intercept,se_intercept,df_intercept,t_intercept,prob_intercept,coef_pe,se_pe,df_pe,t_pe,prob_pe,coef_valence,se_valence,df_valence,t_valence,prob_valence,coef_interaction_pe_valence,se_interaction_pe_valence,df_interaction_pe_valence,t_interaction_pe_valence,prob_interaction_pe_valence,coef_neg,coef_pos,se_neg,se_pos,pvalue_neg,pvalue_pos,coeff_diff,se_diff,pvalue_diff
1,0,0.101544363961779,0.0882384143224824,46.3658628587293,1.15079543010222,0.255716834629952,0.302412824294494,0.251424530070398,45.4624359345029,1.20279761171203,0.235281510614408,-0.00655509412617894,0.0281720911699897,11301.0625223851,-0.232680424276127,0.816013784848549,0.476161993339562,0.272805324005224,40.9417334756507,1.74542778839039,0.0884122598330372,-0.173749169045068,0.778574817634056,0.388154021426657,0.353002172661509,0.654420649243101,0.0274133639939033,-0.952323986679124,0.545610648010448,0.0809104320809063
1,0,0.11387058190327,0.0830764765601275,46.8502847972392,1.37067177880197,0.17700877261875,0.154561636129709,0.239196850274869,45.4011070085192,0.6461691947536,0.521422824775087,-0.00774862837760687,0.0274815916106617,12270.4911353295,-0.28195704555193,0.777981202235659,0.5433893637389,0.274310392742569,42.2553291864898,1.98092882411806,0.0541323262438689,-0.388827727609191,0.69795099986861,0.407556699168942,0.314356782109943,0.340060496159008,0.026401725458067,-1.0867787274778,0.548620785485139,0.0475992560953343
0,0,0.144798282641365,0.0808999450349699,45.7223119729213,1.78984401755495,0.080102886385675,-0.0990456677434645,0.223787832002106,45.3730023498961,-0.442587368836623,0.660167010709966,-0.0442535305083157,0.0270244499037299,11322.1994263085,-1.63753677377196,0.101546151043692,0.689203465896106,0.253981151731727,41.5565873684995,2.71360083690026,0.00964476097258293,-0.788249133639571,0.590157798152642,0.399629430542035,0.263573816262169,0.0485582407136793,0.0251519608400813,-1.37840693179221,0.507962303463453,0.00665563088083077
0,0,0.19704919533213,0.0758640897571833,45.5700740373946,2.59739747702532,0.0126057248038191,-0.144875583189253,0.21389439830745,43.3328590760502,-0.677322942235307,0.501801411488629,-0.0689497977623475,0.0265285942819771,12371.3801299332,-2.59907468256584,0.00935863796960144,0.7904272548677,0.272781626770162,42.5204859783958,2.89765577039282,0.00592047337881631,-0.935302838056953,0.645551671678448,0.409911365642053,0.268875308235678,0.02250589426823,0.0163533185706158,-1.5808545097354,0.545563253540323,0.00375962985958411
1,0,0.221092089165175,0.073183500817223,47.1231660973107,3.02106467573007,0.00406174292199718,-0.123651062963737,0.233738665570449,43.2968070173796,-0.529014156309832,0.599497454209056,-0.0855472648409804,0.02647893803239,17366.9927176889,-3.23076645809344,0.00123688644585656,0.759441263453004,0.306962888719797,44.291905550132,2.47404911590548,0.0172608842433118,-0.883092326416741,0.635790200489267,0.454923946951314,0.301270908250284,0.0522356327928924,0.03482732295419,-1.51888252690601,0.613925777439593,0.0133591329384641
1,0,0.21551904374321,0.0751875458659984,46.6537862108395,2.86641944833942,0.00620981566123303,-0.283815642957047,0.22310533838325,42.6391913698088,-1.27211497946996,0.210226460355688,-0.100394047708703,0.0262250379281901,18340.5283608813,-3.82817550096986,0.000129525566568593,0.674727307061113,0.307163212985642,44.5091794338952,2.1966409991051,0.0332970714085303,-0.95854295001816,0.390911664104066,0.445263280319431,0.299985123052319,0.0313379036657852,0.192539428535848,-1.34945461412223,0.614326425971284,0.0280460956904722
1,0,0.215287396208534,0.0757145345106043,47.0738988246421,2.84340909707873,0.0065829122137138,-0.333825695718793,0.218627373177541,45.0821902480286,-1.52691628164833,0.133767953364968,-0.0960572957184246,0.0259997619364893,19393.0216456472,-3.69454520210869,0.000220886095210786,0.720636051623073,0.302660393600129,45.2947897522948,2.38100546639468,0.0215293576075125,-1.05446174734187,0.386810355904281,0.439724824388532,0.292309019925605,0.0164846995988682,0.185738099686418,-1.44127210324615,0.605320787200258,0.0172654557426605
1,0,0.193758164814761,0.072895332562122,46.9414851718971,2.65803252423107,0.0107117788615016,-0.108436767286479,0.193658004651936,47.7032670466699,-0.559939505115598,0.578140782940302,-0.0600821026410542,0.0256613205176546,16911.7189536582,-2.34134882496474,0.0192257539981833,0.644810108779131,0.297549592967417,44.377482033939,2.16706768894737,0.0356376667364512,-0.753246876065611,0.536373341492652,0.403510513288589,0.298760157563336,0.0619387150007948,0.0726009952404548,-1.28962021755826,0.595099185934833,0.0302296932071887
1,0,0.173593940704506,0.0689226623223657,47.2023755754308,2.51867723699603,0.0152260647709063,0.0404114694568096,0.19862824452518,47.1090087917889,0.203452784640035,0.839657435874918,-0.0414599603867712,0.025380299734842,18244.895149257,-1.63354888712583,0.102370862151637,0.563000299794303,0.300388720472152,43.074291671893,1.8742391488914,0.067690080397938,-0.522588830337494,0.603411769251113,0.416614059216674,0.29292635846422,0.209706982162632,0.0394039355804317,-1.12600059958861,0.600777440944304,0.0608974704468505
1,0,0.160158191667006,0.0702392063929175,47.4570594089837,2.28018224994005,0.0271318312719328,-0.0313384133137309,0.175405715633412,49.9618457164234,-0.178662440961881,0.858925283119398,-0.0673009427116586,0.0250546018421866,13068.5048989784,-2.68617091325467,0.00723674585999916,0.518220526159586,0.255149641286503,42.6952370347712,2.03104548196361,0.0485065738612911,-0.549558939473317,0.486882112845855,0.34756327973265,0.266339587054732,0.113837654583408,0.0675420306485614,-1.03644105231917,0.510299282573006,0.0422503810511945
1,0,0.181749260338782,0.0683023563860548,48.0056921689057,2.66095153894118,0.0105647423152791,-0.20668390666419,0.169245211933513,50.3883031572897,-1.22120977192184,0.227689956992341,-0.0970659274200871,0.0247301576577929,11932.670967501,-3.92500237011226,8.72158911412629e-05,0.601536909297404,0.240442399908855,42.7538094908713,2.50179215282093,0.0162648931807807,-0.808220815961593,0.394853002633214,0.328051937206095,0.255528678171408,0.0137512020863724,0.122288347293934,-1.20307381859481,0.48088479981771,0.0123566444327622
1,0,0.155045477541461,0.0653353944223883,48.0636903600734,2.37307020049659,0.021687845494259,-0.0289150456165349,0.164696057353337,49.3511143371269,-0.175566106931758,0.861353224336464,-0.059801855402601,0.0241177563713086,9366.82335639442,-2.47957788783966,0.0131712535665956,0.478570611439604,0.200985821193403,41.9310697484422,2.3811162827207,0.0218783896752705,-0.507485657056139,0.449655565823069,0.275233058490866,0.243489110168821,0.0652064960586367,0.0647881148822621,-0.957141222879209,0.401971642386807,0.0172602625050706
1,0,0.124489312180579,0.060211499558102,48.7840480141313,2.06753382815938,0.0440096139017437,0.0347450091829518,0.160315254910962,47.2531904962249,0.216729276338979,0.829352332018106,-0.0424575664305432,0.0237914594600351,8311.75870269287,-1.78457174944914,0.0743672691725814,0.381496149407721,0.182404401703621,43.7986871974935,2.09148543480653,0.0423174256380214,-0.346751140224769,0.416241158590673,0.25218266435373,0.233127855983577,0.16913147329968,0.0741862494743853,-0.762992298815443,0.364808803407241,0.0364845707356433
1,0,0.0956264789405718,0.0578739388088466,49.33842196631,1.65232366949171,0.104819412244307,0.116982931105657,0.156912460738598,47.9610389232484,0.745529899633272,0.459589748660399,-0.0433156369959575,0.0235173436311838,8249.66506952081,-1.84185925397294,0.0655316119603757,0.235915927560164,0.189102144054618,43.8591156876295,1.24755818470268,0.218813162167243,-0.118932996454507,0.35289885866582,0.262274139175283,0.227979293713388,0.650211596570916,0.121636119008972,-0.471831855120327,0.378204288109236,0.212192899790608
0,0,0.0788273500167813,0.0570023419525697,45.0934388918709,1.38287914700718,0.173511847514715,0.13186033178447,0.152993275952537,45.7626714228956,0.861870111372589,0.393252882354246,-0.0099583667830096,0.0234262164405014,8396.34986925853,-0.425094970342401,0.670778337864523,0.199533994486992,0.192620430635737,43.4707471425532,1.03589216278064,0.305980777486089,-0.0676736627025215,0.331394326271462,0.261667263844923,0.229236534177874,0.795924690659865,0.148277193751638,-0.399067988973984,0.385240861271474,0.300252454302746
0,0,0.0484161652493561,0.0609755872274135,44.8642599024246,0.794025403458339,0.43136063886058,0.221688039196954,0.164583212872516,41.1020845595867,1.34696628731309,0.185371116741136,0.00731091944511774,0.0236238540542481,8908.85322186422,0.309471918863428,0.756969807575682,0.0423681797716427,0.2040360455388,43.7569441637303,0.207650465189916,0.836465328807466,0.179319859425311,0.264056218968596,0.264746252295097,0.259511282168624,0.498198324953492,0.308909239148273,-0.0847363595432853,0.4080720910776,0.835501897567248
